,Symbol,Name,MarketCap,Sector,Industry,L2,risk_score,close_price,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
122,AKTS,"Akoustis Technologies, Inc.",320767087.28,Public Utilities,Telecommunications Equipment,Small Cap,0.5642681254554853,8.295,,,,,,,,,,
123,ALRM,"Alarm.com Holdings, Inc.",2235786513.31,Technology,Computer Software: Prepackaged Software,Mid Cap,0.3203674038921546,45.77,,,,,,,,,,
124,ALSK,"Alaska Communications Systems Group, Inc.",104432810.63,Public Utilities,Telecommunications Equipment,Micro Cap,0.30396725015169873,1.98,0.22916660457849747,-0.4626865591974191,0.6341463964230816,-0.06285715103149414,-0.02234634788015244,-0.1556603497735698,0.09278341393273903,-0.3150761034501538,-0.7030310479474682,0.5200973666101381
125,ALAC,Alberton Acquisition Corporation,152253382.85,Finance,Business Services,Micro Cap,0.028483406294117223,10.39,,,,,,,,,,
129,ALBO,"Albireo Pharma, Inc.",316783802.72,Health Care,Major Pharmaceuticals,Small Cap,0.5635912005390596,22.87,0.03628207764922586,-0.04179686245624925,0.44388048744646147,0.73823528174298,-0.7443609168122594,-0.4166666573715956,-0.029787212398880714,-0.03688520574872822,-0.6666666898281552,-0.5783409922221192
130,ABDC,Alcentra Capital Corp.,118712718.52,,,Micro Cap,0.21008759146402045,9.4673,,,,,,,,,,
131,ALDX,"Aldeyra Therapeutics, Inc.",174985385.62,Health Care,Major Pharmaceuticals,Micro Cap,0.750886075624256,5.85,,,,,,,,,,
132,ALEC,"Alector, Inc.",1473589347.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,,25.0,,,,,,,,,,
133,ALRS,Alerus Financial Corporation,370143320.69,Finance,Major Banks,Small Cap,0.14760867132069724,21.221,0.2198676431325517,-0.036849186673051926,0.23278665414187216,-0.07750018096300426,-0.02251090227203345,0.18569153004996508,0.6875839261817183,0.24625712758968366,0.08275473908101283,0.17612924998314372
134,ALXN,"Alexion Pharmaceuticals, Inc.",25065596569.57,Health Care,Major Pharmaceuticals,Large Cap,0.3640000571639075,104.01,0.11082580985912727,-0.18588507741676186,-0.022558252314275662,-0.35858454273068885,0.030913912654379372,0.39245930147636354,0.41753795509921354,0.3110489211716019,0.7752947806608352,0.6499386225989168
135,ALCO,"Alico, Inc.",278750208.0,Consumer Non-Durables,Farming/Seeds/Milling,Micro Cap,0.23439272417007193,36.95,0.22505862076791194,0.007860826969855239,0.09518551355978477,-0.2921715571379032,-0.2214960720059651,0.296761719196057,0.07022966923763097,0.9035596512706394,-0.18123613282288964,-0.1591636090281976
136,ALGN,"Align Technology, Inc.",22122797310.6,Health Care,Industrial Specialties,Large Cap,0.4807104854124592,261.05,0.33237844770831826,-0.057428370428097675,1.311349306040952,0.45983294580024703,0.17778570298402663,-0.021526068522485065,1.0590990771044484,0.1694058379819432,0.21443185416534072,0.09652083334225292
137,ALIM,"Alimera Sciences, Inc.",34993746.6,Health Care,Major Pharmaceuticals,Micro Cap,2.7936924386802113,6.8024,9.527777253477682,-0.45864661249784777,0.23148147228323412,-0.5537190046004932,-0.5631768785275406,0.17872344397376216,1.9936303517471186,0.2560000419616699,-0.8795761092274972,
138,ALYA,Alithya Group inc.,141790482.66,Technology,"Computer Software: Programming, Data Processing",Micro Cap,0.6219290154484626,2.66,0.18297875923719853,-0.49175824090829356,-0.16800006795494482,-0.06367040386088363,0.06657786019767586,0.07439210366539917,0.8394735456146385,0.3768115553434348,0.1744682325113074,-0.2087542437717389
139,ALJJ,"ALJ Regional Holdings, Inc.",48419100.345,Miscellaneous,Business Services,Micro Cap,0.6754249596166572,1.34,-0.1221373844352337,-0.5841270148829198,-0.2824600931277119,-0.04357304563258735,0.055172472003903295,1.806451637712652,1.2142856838751808,0.7948718301408166,0.29999990065892934,0.034482829494228984
140,ALKS,Alkermes plc,3030728032.28,Health Care,Major Pharmaceuticals,Mid Cap,0.42504886628094957,17.335,-0.3087089305216434,-0.4608075922582764,-0.015293311637557871,-0.2998235858636099,0.35553270819462224,0.44023614345926254,1.1954643003460212,0.06682026535877061,0.413680862202368,0.30499467928773405
141,ALLK,Allakos Inc.,4042657539.18,Health Care,Major Pharmaceuticals,Mid Cap,1.0207867355886535,71.27,,,,,,,,,,
